age,body_type,diet,drinks,drugs,education,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
29,curvy,strictly vegetarian,socially,,graduated from college/university,"as i write this, i am sitting in my living room with four of my
housemates, three of whom are making okcupid profiles. this is
pretty silly. i am pretty silly.<br />
<br />
i'm posi-core, queer and poly. i'm currently in an open
relationship. this site doesn't have check-boxes for these things
yet.","i work with youth and really love getting to know them and watch
them grow into themselves. this takes up a lot of my time. i am
also reading, cooking, going to shows, going to the y, going
dancing, looking for animals, and laughing with my friends.","-language<br />
-vegetarian and vegan cooking<br />
-scrabble and other board games<br />
-finding the humor in a situation<br />
-cleaning the fridge<br />
-enthusiasm in general<br />
-fermentation projects<br />
-getting lost<br />
-adult things that i cannot detail here, because the youth are
great at the interwebs<br />
<br />
i'm really bad at<br />
-spatial tasks<br />
-arriving early<br />
-poker face (seriously, i have none of this)","we took a poll- the glitter is pretty eye-catching, as is my big
hair. friendly laughter, smile, foot tattoos, and cleavage were
also mentioned. i love my friends.","books! there are so many good ones! in no particular order, i
love:<br />
-trashy vampire sagas<br />
-fantasy epics, especially the kushiel series<br />
-science fiction<br />
-graphic novels like sandman and fables<br />
-actual quality literature<br />
-histories from different perspectives<br />
-non-fiction about exciting new ideas<br />
<br />
i also enjoy movies, and nature videos. david attenbourough is my
hero. chopped is the best tv show.<br />
<br />
music is amazing. i love going to punk and metal shows. i sing
along to my favorite songs in the car.<br />
<br />
food is also great!","my chosen family<br />
good books<br />
coffee<br />
glitter<br />
puns<br />
albuterol","how to make the world a better place, how to support the youth,
anagrams, animals, what i want to cook for my next house dinner, my
friends who are far away, what it really means to be an adult,
linguistics, and sex","celebrating by spending time with people i love- either going out
on the town with my friends (shows, parties, bars, etc) or staying
in with my housemates and playing board games. and sometimes,
staying in my room and reading all night!",,"this appeals. i'm looking to meet awesome new people and go on
adventures!",,67,-1,rather not say,2012-06-28-22-21,"oakland, california",doesn&rsquo;t have kids,bisexual,,,f,gemini,,"english (fluently), spanish (poorly)",available
26,fit,mostly anything,often,sometimes,working on ph.d program,"raised by a sailor and a taxidermist in the pacific norhtwest, im
no stranger to cursing, whiskey swilling, and the just plain
strange. go ahead, try your weirdest on me.<br />
<br />
professional student for most my life, i'm pretty good at it now.
the details are boring, but i should get a fancy degree one of
these days.<br />
<br />
importantly, i have a cat allergy. sorry cat ladies, but you make
me sneeze.","i research cancer, with a lab coat and pipettes and a computer. i
also spend a lot of time climbing rocks and playing or watching
baseball. i like to think i'm gearing up for a career investigating
cancer cases that occur on top of rocks or in baseball parks.","cornhole. it's a game, played with clothes on and everything, i
promise.",,"books: vonnegut, palahniuk, (clever and angry) rothfuss, grrm
(scifi/fantasy), neil stephenson for weird cyber-punk.<br />
movies: anything by kubrick or ridley scott. fiery action featuring
bruce willis or steven segal, b-horror, and most everything by
disney/pixar. oh and movies where nic cage has magic powers.<br />
shows: the simpsons pretty much defined my sense of humor. lately
i'm into trailer park boys, archer, and yelling at
sportscenter.<br />
music: the roots, lil wayne, (hip hop), rush, yes (prog rock),
children of bodom, stratovarius (power metal), major lazer, man man
(just plain awesome).<br />
food: mexican, thai, home-cookin.","friends<br />
summer<br />
sweat<br />
books<br />
sarcasm<br />
and fun","how to make cereal/get to work/mow the lawn/whatever in a better
way. i'm a sucker for efficiency.","either out n about, or watching movies.","as a child, my mother told me, ""never get a tattoo. if you're ever
being chased by the government, they'll use it to identify
you.""<br />
<br />
i have no tattoos.","you like to dance but hate going to the club, if you can throw a
ball, or if you can quote mr burns. if you're honest and open, if
you're a card shark, or if you've got a story to tell.",white,72,-1,,2012-06-28-22-08,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,agnosticism,m,capricorn but it doesn&rsquo;t matter,no,english,single
25,curvy,,socially,never,working on college/university,"i'm pretty sure all the questions below this one summarize me
better then i can. here goes nothing.<br />
i am a semi-typical 20-something. just finishing up college and
wondering what comes next. looking forward to life outside of
school with determination but also trepidation. i would love
nothing more than to move back to sf, where i stayed for three
years when i started college (2005).<br />
i like to just walk. i mean that, just walk wherever in no
particular direction with no destination in mind and i'll do it
until my feet have blisters the size of quarters.<br />
i try not to make a habit of anything.<br />
i am learning to play guitar. trying to build up the confidence to
record my singing.<br />
i work at the craft center on campus at ucd, sometimes. i love to
craft. i know how to make glass beads and pendants, i can screen
print a t-shirt, sculpt with clay, paint, and draw.<br />
i have intentions of learning alot of things, including but not
limited to: sewing my own clothes, welding and blacksmithing, fire
dancing, how to walk on stilts, aerial silks, and ballroom
dancing.<br />
i like to work on my car. it's a 1995 bmw and is in constant need
of tinkering. she's my baby.<br />
<br />
i am affectionate, fun-loving, and happy","i'm am graduating from college at ucdavis as an anthropology major.
working on becoming an <a class=""ilink"" href=
""/interests?i=archaeologist"">archaeologist</a>! i like to dig in
the dirt and find bones. other than that, i spend alot of time on
my car, and on my craft projects. this fall i am going to spend
more time at my friends circus and learn awesome new things, and
may be working at <a class=""ilink"" href=
""/interests?i=renn+faire"">renn faire</a>! which would be exciting,
seeing as i spend all possible weekends there anyway if i can. i
also like to hang around with my friends, tho alot of them are in
sf now and i can't see them that often. life is good. i'm making
the most of it!","<a class=""ilink"" href=""/interests?i=drawing"">drawing</a>, <a class=
""ilink"" href=""/interests?i=painting"">painting</a>, creating found
art pieces....umm, <a class=""ilink"" href=
""/interests?i=writing"">writing</a>, <a class=""ilink"" href=
""/interests?i=singing"">singing</a>, playing around. i like to make
things. i like to do things. i'm interesting in learning how to do
almost anything. suggest something, you never know. i might try it.","my hair, since its long and blond and wavy-like. also my eyes which
are a nice green. sometimes my sense of style, depending on the
day. my smile. i smile alot.","books: abarat, sabriel trilogy, wheel of time. anything by neil
gaiman, jane austen, diana wynne jones, robert hienlien, clive
barker, and patricia briggs. i like to read. alot. i'm not going to
keep listing or this cold go on all day.<br />
<br />
movies: pride &amp; prejudice, serenity (firefly), benny &amp;
joon, the breakfast club, marie antoinette, paprika, howl's moving
castle, spirited away, snatch, the boondock saints, zerophilia, the
princess bride... as i think of more i will expand on this.<br />
<br />
music: the decemberists, tegan &amp; sara, moby, muse, yeah yeah
yeah's, iron &amp; wine, garbage, nine inch nails, nirvana, hole,
flogging molly, amanda palmer (dresdendolls, evelynevelyn), pink
floyd, the beatles, ok go, placebo, red hot chilipeppers... and
more.<br />
<br />
food is one of my most favoritest things ever! :) feed me, whatever
it is i will try it once. unless it's mushrooms... also i don't
usually eat meat, but im not a vege.","my music, my hands (is that two??), sunshine, someone to love, a
good book, and a good friend.","music and books. also i think alot about what to do with my life,
or how to make things in my life work out right. i think about
having kids, though not right now. i think about what it would be
like to fly an airplane, i've been in plenty and i've even helped
my dad fly, but i've never been in the pilots seat. i have thought
about getting a fish, or a chameleon.<br />
i think about what it will be like when i finally figure out what
this is all about.","at a concert or the movies, or sitting in front of the computer,
occasionally i'm in a car driving 100 mph with friends and stealing
mcdonald's garbage can lids just to move them into phone booths! :)
generally wreaking havoc.","that i spend way too much time on the internet. i take 40 minute
showers sometimes. i'm a nerd. it's hard for me to fall out of
love. i need people.","if you're interested in talking to me.<br />
but <strong>not</strong> if you are going to ask me about my
breasts, or about your penis, or if you are going to solicit me for
sex. i won't do you. especially not if you ask me on the internet.
be a gentleman/lady.",white,65,-1,other,2011-10-20-19-56,"san francisco, california",,bisexual,likes dogs and has cats,agnosticism and laughing about it,f,leo and it&rsquo;s fun to think about,no,english (fluently),seeing someone
34,curvy,mostly anything,socially,never,graduated from college/university,"i'm saucy. i'm unpredictable. i'm a force of nature. i love to
laugh, explore, learn, and challenge my own world view.","i am enjoying life in the city and the adventures it has to offer.
i look for opportunities to travel, meet new people, and try new
things. by day, i work to live (rather than live to work) and have
an amazing job that i love.","livening up a tedious work meeting, dancing with strangers at
weddings, making truffle mac n' cheese, coming up with good
halloween costume ideas in the off-season, entertaining small
children for short periods of time...","i'm always comfortable, even walking into a place where i don't
know anyone, or stepping off a plane in a foreign country. i will
talk to anyone. in fact, i enjoy starting conversations with
strangers. i find that the most interesting folks are never the
ones you would have guessed were interesting at all.","books: atlas shrugged, catch-22, 1984, to kill a mockingbird, never
let me go, brave new world, anything by bill bryson, a prayer for
owen meany, devil in the white city, thunderstruck, pillars of the
earth, ender's game, stranger in a strange land, the road, the
hunger games<br />
<br />
movies: the american president, dirty rotten scoundrels, memento,
wedding crashers, gladiator, maria full of grace, the shawshank
redemption, fight club, empire of the sun, silence of the lambs,
se7en, the usual suspects, lock stock and two smoking barrels, good
will hunting, the last emperor, the goonies<br />
<br />
shows: arrested development, top chef, happy endings, modern
family, 30 rock, himym, project runway, homeland, deadliest catch,
weeds, downton abbey, house, most british comedies","humor<br />
a comfortable bed<br />
affection<br />
books<br />
my family<br />
sour candy","how much i like stumbling upon amazing places like the brooklyn art
library (http://www.arthousecoop.com/brooklynartlibrary), my
love-hate relationship with the muni, my quest to find great pizza
in sf, and my goal to see more artsy films...","trying out a new restaurant with friends, exploring a new part of
the city, or taking it easy at home.",i am willing to admit anything... what do you want to know?,you want to... come on... don't be shy ;-),white,67,-1,sales / marketing / biz dev,2012-06-26-20-31,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism but not too serious about it,f,,no,"english, spanish, italian",single
21,fit,mostly anything,rarely,never,working on college/university,"originally from southern california, moved up to san fransico to
pursue a degree in film. i love movies and working on film related
projects. i like exercising and staying active. looking for someone
to hang out with","im working on a degree in film at california state university san
francisco. while working on that i actively seek out different
partnerships for film projects. the main aspect i enjoy about film
is the writing aspect, so i work on scripts in my down time","i feel that i am very creative and artisitic. i also feel that over
time i have become good at running, i run roughly 15-18miles a
week.","im not sure, but i do feel like people find me approachable., and
when that happens i become talkative and enjoy the company","cant pick a favorite, everything is worth seeing or trying once","pen and paper<br />
music<br />
movie collection<br />
running shoes<br />
family<br />
friends","my life, the future, and the world","working on a film project, watching sports, going out to a movie or
hanging out with my friends",,if you are friendly and open to getting to know me,white,71,20000,entertainment / media,2011-12-20-12-29,"san francisco, california",,straight,likes dogs and likes cats,catholicism but not too serious about it,m,,no,english,single
28,thin,,often,never,graduated from masters program,,,,,,,,,,,white,67,-1,executive / management,2012-06-24-00-39,"san francisco, california",doesn&rsquo;t have kids,straight,,atheism,f,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (fluently)",single
31,average,mostly anything,socially,never,graduated from masters program,"california native, returned to california last year after 4 years
in germany (fellowship at the german bundestag + ma in economics,
in berlin and freiburg, respectively). currently living in napa,
working at an upscale winery while applying for positions in
economic research, although i'm frequently in sf.<br />
<br />
though i enjoy my forays into the castro, i don't like to play by
or to the stereotypes of 'the scene'. a focus on other interests is
more interesting, as gay professionals (/academics) rather than
professional gays. authenticity and straightforwardness are
attractive; role-stereotypes aren't (including the need to be
'straight-acting'). just be.<br />
<br />
great expectations (mostly for myself) aside, i'm actually more
easy-going and play well with others. i've recently been described
by a straight buddy as being perfectly comfortable living life as
both a gay bachelor and a straight ex-fratboy -- i'm not entirely
sure where he got the fratboy bit, but i think i know what he
meant.","i've earned my ba in political science and my ma in economics, and
while working in the wine industry to pay bills, i'm otherwise
looking at jobs in quantitative evaluation (frustrating in this
market) and phd programs in development economics. my sojourn into
'the dismal science' began more out of a sense of necessity, but
it's since become a preferred approach. i like all things
politically and economically behavioral generally, integrating a
mix of political/social psychology and political economy/public
choice. ultimately i'd like to land in a research/advisory role in
either some para-statal organization (e.g., the international bank
for reconstruction and development) or in academia. perhaps
teach.<br />
<br />
i'm otherwise becoming more of an oenophile, developing a palate
for wines i won't be able to afford once leaving the industry.
trying to get back into distance running. and lookin' for love in
all the wrong places.","what i'm really good at is for others to decide. but i do know that
i really enjoy languages, classical music (background in choral
singing), trail- and distance-running, watching and playing soccer,
hiking, camping, traveling, etc. all in no particular order.",,"as for books, i've been trying to (re-)read some of the literary
classics: austen's emma and pride and prejudice, chopin's the
awakening, homer's the odyssey, faulkner's a light in august,
hugo's les miserables, morrison's beloved and twain's the
adventures of huckleberry finn. on a lighter note, i love
frankfurt's on bullshit.<br />
<br />
as for movies, i think film can be an awesome medium for ideas and
emotions. i tend to prefer dramas carrying some meaning, typically
without the canned happy endings. i like things that provide food
for thought, rather than clean and prefabricated conclusions:
nowhere in africa, the lives of others, we don't live here anymore,
the hours, before sunset, the talented mr. ripley, doubt, the time
that remains, elizabeth, the reader. of course, i like political
thrillers as well: the hunt for red october, the contender, the
bourne trilogy, etc.<br />
<br />
in the last ten years i've not had a tv more often than not, and i
appreciated the greater freedom it allowed me. i feel better
watching or listening to news shows like the news hour or morning
edition or all things considered. still, i like to be entertained:
i love watching the bundesliga or champions league matches, giants
games, the west wing, will &amp; grace and ncis.<br />
<br />
as for music, the full gamut: from hip hop/rap to r&amp;b to
jazz/bluegrass to rock to classical/choral/opera, etc. weezer, the
postal service, jason mraz, the offspring, miles davis, keith
jarrett, nickel creek, nina simone, dvorak, brahms, mahler,
vivaldi, verdi.<br />
<br />
foodwise: indian, thai, ethiopian, mexican, italian, mediterranean,
french, some german. i'm rather easy to please.",,,,,"you're authentic and capable of genuine and direct communication
without cajoling. i'm not looking for shakespeare, but rather for
someone who has the occasional wit and candor to transcend the
pedestrian or banal. if you happen to scintillate 24-7, that's
awesome, but it's not expected. if you're one of the ""i avoid
politics""-types, it's not likely to work: i'm not looking for
walking policy wonks, but some modicum of interest in and awareness
of what's happening in the world is important to me. and, while
self-assuredness and confidence are attractive, so is an
understanding of humility and of hubris. not to mention a sense of
humor.<br />
<br />
cheers, todd",white,69,-1,,2012-06-29-14-02,"san francisco, california",,gay,likes dogs and likes cats,atheism,m,,no,"english, german (fluently), spanish (okay)",single
34,fit,anything,socially,never,graduated from masters program,"i moved to sf ~7 months ago, and so far i'm really liking it, but
i'm looking to grow my circle of friends and hitting it off with a
cute girl along the way is even better.<br />
<br />
my latest interest is rock climbing. i've been going 3x/week to
planet granite and having a blast. so perhaps a good way to meet if
you als climb is just to be tr belay partners.<br />
<br />
i'm originally from the chicago area, which is still where my very
small family lives, but for the last 8 years enjoying the beaches,
mountains and deserts in san diego.<br />
<br />
i'm an adventurer by heart, and always seeking something out of the
ordinary, to challenge me, to spark my imagination, or simply
surprise me when i'm least expecting it. my ideal girl would do the
same.<br />
<br />
i've traveled to many places in the world, but there's still a ton
left for me to see, and a major goal is to find a girl that shares
this travel bug with me. at some point in the next few years, i'd
love to quit my job to travel for ~1yr with a girl i love, and then
return to the normal us life/career, with both our lives enriched.","isn't this the million dollar question...<br />
work in a profession that i enjoy<br />
travel the world when i take leave from work<br />
keep in shape doing something outside during the weekends<br />
relax with a book, hang with friends or something misc the rest of
the time","solving problems, whatever life throws at me, such as navigating
and choosing the right path when there's a split in the road, or
simply making a new path when neither is good<br />
<br />
humming along to songs, since i can't remember lyrics and i'm
somewhat tone deaf","my blue eyes, and that i look rather young for my age (sometimes
people think i'm in my mid-20s), hence why i set my match's upper
age bound to my age, since experience says that girls look someone
older.<br />
<br />
easy to start a conversation with, and enjoys a playful debate, but
occasionally gets tongue twisted","adventure and scifi books<br />
thrillers and comedy movies<br />
indie concerts and comedic plays<br />
italian and thai cuisine","my passport<br />
a playful pet<br />
comfortable bed<br />
good music<br />
good book<br />
orange juice","where i'm traveling to next, and where do i find a great girl to
take with me","i typically don't like ""typical"" nights... i'll browse various show
and event calendars for some sort of interesting thing to check out
with friends or a date... and occasionally after an exhausting week
will just relax and wake up early the next day to go on a hike","i'm actually very open about things that perhaps some would be not
willing to quickly admit, but i don't feel that sharing private
things to (as of yet) complete strangers is the way to do it.","if you love hiking/camping, traveling in 3rd-world countries, local
family-run restaurants, coffee shops, bars with live music and good
micro-brewed drafts, outdoor activities
(snowboard/ski/kayak/sports/run), etc. then definitely write and
say hi!<br />
<br />
you live within 30mins assuming traffic, as i'd prefer to get into
a relationship where its not a burden to see each other on
weekdays.<br />
<br />
btw, i own some nice stuff, yet don't consider myself
materialistic, and i've learned that girls that always want to be
pampered, be seen at the new trendy club, or expects to be taken to
5-star restaurants or hotels, doesn't match my down to earth
lifestyle. however, i'll definitely treat you like a princess as
well, as long as you don't take it for granted. also, bonus points
for curly hair, but i don't discriminate ;)",white,69,100000,executive / management,2012-06-28-22-24,"san francisco, california",,straight,likes dogs and has cats,agnosticism,m,,no,"english, other (poorly)",single
32,average,,socially,never,graduated from college/university,"i love many things, laughing however is at the top of that list.
i'm kind of a goofball, but in a subtle ways for the most part. dry
humour, sarcasm. i guess i just find humour/interest in many things
that most people don't even notice. i'm quirky...but endearingly so
(or so people say). i spend a lot of time looking for new (to me,
anyway) music to add to my collection, looking for interesting
events/activities/hobbies to try out around the city and revising
mental maps of where i'd like to end up eventually. i love hunting
for just the right vintage pieces. naturally, i'm an etsy whore,
and can be found perusing vintage furniture stores, especially the
alameda county antique fairs. my most recent vintage purchase was a
gorgeous grundig majestic record console, i do believe it's my
favourite piece of furniture i own now.<br />
<br />
i like trying out cozy new places to eat, and new recipes, but i'm
not by any stretch of the mind a 'foodie'. i frequent wine bars and
coffee shops, bay area staples. i _love_ the beach...i totally
appreciate being relatively close to the beach, after having lived
in ny, where the beach was neither close to the city nor
worthwhile. i like finding fun new ways of being active, like
finding new trails to jog, paths to bike or walls to climb. going
on spontaneous adventures is one of my favourite things to do, and
a fun way to get to know people. i love all things creative, so art
walks, gallery openings, live performances, museums, activities
that involve creating art, are all places that i tend to gravitate
towards...and i'm always looking for more people to that are also
into these kinds of events.<br />
<br />
i'm into technology, particularly mobile, which is the industry i
work in. it's a long story as to how i got here, but it's where i
want to be and i actually don't hate my job. i tweet and facebook.
and read tech blogs like engadget and gigaom to keep up with the
current goings on with the latest gadgets. but, i also read
magazines like juxtapoz, big up, etc. because i love them and for
the way it offsets the techier stuff in my line up.<br />
<br />
when it comes to friends, i'm super loyal and i think respect is
important. bad communication in any relationship, friendship or
otherwise is the kiss of death in my opinion, and a personal pet
peeve of mine. i like to be as up front as possible in most
situations...even if that's not what the person wants to
hear.<br />
<br />
eventually, i'd love to settle down with someone who i really
enjoy, respect, and feel a strong connection with. ideally, i'd
like for that person to be pretty different from me, into their own
scene, but still have some interests overlap with mine. i don't
really like to rush into dating, but when i find someone i like, i
tend to want to spend time, and get to know them. i'm a cuddler.
and a hand holder. and a just because-er. and likely, a
professional grade spooner. although dating-wise, this past year
has been very mismatched for me, as it seems that i haven't been
into the people that have been into me, and vice versa. hopefully
eventually, a mutual dig will occur...i wouldn't settle for
anything less.<br />
<br />
things i &lt;3. traveling, learning languages, hand-knit goods,
mixed tapes, diptyque candles, architecture, good investments,
creativity, ink, intelligent speculation, kindred souls, scorpios,
animal rescue and rehabilitation, paths less traveled,
documentaries, acoustic guitars, the beach, thunderstorms, cozy
coffee shops, positivity, underdogs, survivors, deviation from the
norm, any type of gadgetry esp mobile technology, boxee, twitter,
etsy!, trader joes, interactive media, innovation, imported cars,
ancient civilizations, good teachers<br />
<br />
i am optimistic, quirky, and fun-loving","being in the moment as much as possible...taking my time to really
internalize this, and all these amazing moments.<br />
<br />
iteratively refining my life goals. i've found that life is a
process, and i'm definitely still working towards lots of things.","coming up with really good ideas<br />
listening<br />
tripping over stuff<br />
singing anything, anywhere<br />
spooning","that they can't figure out what my ethnic background is. everyone
thinks im filipina lately!","this is a long list...my musical taste is pretty eclectic, lots of
different types of indie from rock to ambient...i really try to
stay away from getting stuck in any one genre, but as it stands
now, my collection looks a bit like this: dubstep/uk
electro-infused. mount kimbie, deadboy, four tet, pariah, vvv,
skream, scuba, george fitzgerald, jacques greene, little dragon,
cocteau twins, washed out, beach house, warpaint, mumford &amp;
sons, tegan &amp; sara, the cure, radiohead, atoms for peace (thom
yorke's superband), bon iver, fink, noah and the whale, joanna
newsom, beirut, do make say think, explosions in the sky, the radio
dept, galaxie 500, yeah yeah yeahs, peter bjorn and john, vampire
weekend, ok go, al green, sam cooke, otis redding, new edition, a
tribe called quest, gangstarr, pharcyde, de la soul, the roots,
miles davis, etc - it probably would've been easier just to list
the link to my last.fm account: http://goo.gl/uot0e<br />
<br />
ok, vietnamese gets the award for being most frequented in 2010,
but also eat japanese, mediterranean, italian, indian, ethiopian,
american, korean often. i like well implemented fusion (ie not just
slapping 2 generes of food on the same plate and calling it
fusion). i'm always down to try something new, in fact i generally
prefer it. ;)","friendship<br />
smartphone<br />
music<br />
the interwebz<br />
espresso<br />
perspective","this changes on a daily basis. some days it's deep existential
topics. others it's how to get my bangs to lay right. today's
topic: knitting, i'd really like to learn. i have quite the soft
spot for hand-knit items. anyhow, whatever it is that i ponder on,
there's usually a fair amount of introspection involved.","i'm typically pretty beat by friday nights, so i tend to do
something really chill at home, while i decompress. sometimes i'll
grab drinks, dinner or check out a gallery opening with friends.
saturdays are typically my going out nights.",when i work out i listen to lady gaga. heh.,you would like to get to know more about me.,"asian, white",64,-1,science / tech / engineering,2012-02-25-22-53,"san francisco, california",,gay,likes dogs and likes cats,,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), japanese (okay), spanish (poorly)",single
30,athletic,,socially,never,graduated from college/university,,,,,,,,,,,,73,-1,science / tech / engineering,2011-12-25-22-08,"san francisco, california",,straight,likes dogs,,m,gemini but it doesn&rsquo;t matter,no,english,single
28,average,,socially,,graduated from college/university,"like everyone else on this site, i feel awkward trying to sum
myself up in a box for the sake of strangers on the internet. now
that we've got that out of the way<br />
i was born in calgary, spent most of my childhood around the d.c.
area, and came out to sunny california for school. i am a funny,
loyal, patient, cynical, laid-back dreamer, something of a hopeless
romantic. i'm a big believer in finding the humor in everyday life
and compulsively crack wise about the ridiculous things i see in
advertisements, politics, restaurant menus, etc. and also
squirrels. squirrels get up to some funny shit. i love to read and
can easily spend hours in a good bookstore. i'm a huge cinephile
and in the right mood can enjoy a bad movie every bit as much as a
good one  see my aforementioned enjoyment of the ridiculous. i'm a
fan of hugs and backrubs  giving or getting. i strongly support
women's rights and gay rights and all other forms of social
equality. if you don't, we might not get along so well. just
sayin'. i love music but i also appreciate a good stretch of
silence every now and then. i love collecting information about how
things work and can happily geek out over some obscure facet of
biology, physics, psychology, history, or anthropology. i enjoy the
outdoors even though i don't get out as often as i'd like to,
especially foresty areas. there's something comforting about trees.
i don't believe in astrology, which means i have no explanation for
why almost everything i read about scorpios matches me dead-on.","i recently got my degree in film and media, and now i'm working as
an office drone and figuring out the strange new world of
post-graduate life<br />
<br />
trying to get back in practice with my saxophone after a long
hiatus<br />
<br />
i recently started taking yoga lessons. i'm crap at it but i enjoy
myself so i think i'll stick with it.","cracking wise, backrubs, wordplay, inventing new sandwiches,
pattern recognition, recommending books, remembering useless
minutiea, listening, writing, tennis, making friends with cats,
giving advice, lying about having super powers, boiling water with
my mind","how the hell would i know? people have commented on my eyes but i
couldn't tell you if that's the first thing they noticed or the
tenth, and my tongue stud, though that's almost certainly not the
first thing they saw unless i was sticking my tongue out at them.","favorite books: too many to list, but i'll give it a shot. anything
by kurt vonnegut, william gibson, christopher moore, ursula le
guin, haruki murakami, neil gaiman, and chuck palahniuk. the
farming of bones, my year of meats, anthropophagite manifesto, the
watchmen, the phantom tollbooth, siddhartha, lord of light,
america: the book, the amazing adventures of cavalier and clay, the
hitchhiker's guide to the galaxy, the great gatsby, short stories
by roald dahl, philip k. dick, and lovecraft.<br />
<br />
favorite music: pretty eclectic. mostly rock and alternative, but
also jazz, blues, some folk, electronica if it has a good melody
going. favorite artists: ani difranco, alice in chains, fiona
apple, coltrane, garbage, dethklok, infected mushroom, aphex twin,
mingus, le tigre, beck, massive attack, blue oyster cult, the
knife, joan osbourne, crystal method, aesop rock, sneaker pimps,
kelly joe phelps, ladytron, elastica, spinal tap, portishead,
cardigans, cranberries, miles davis, soundgarden, metric, the bird
and the bee<br />
<br />
favorite tv shows:arrested developement, the shield, robot chicken,
cowboy bebop, metalocalypse, aqua teen hunger force, scrubs,
futurama, battlestar galactica, daria, fullmetal alchemist, house
m.d., burn notice, dexter, ncis, bones, always sunny in
philadelphia, psych, 30 rock<br />
<br />
favorite movies:tank girl, chunking express, pi, naked lunch, run
lola run, in the mouth of madness, mirrormask, dark city,
labyrinth, eraserhead, fear and loathing in las vegas, perfumed
nightmare, the big lebowski, it's kind of a funny story, pulp
fiction, amelie, city of lost children, fight club, 12 monkeys,
harold and kumar, waking life, blade runner, trainspotting,
six-string samurai, hudsucker proxy, pan's labyrinth, mad max:
beyond thunderdome, ju-on, anything by david cronenberg",,"what makes people tick<br />
wildlife metaphors<br />
post-binary gender charts<br />
entropy<br />
simple answers to complicated problems<br />
complicated answers to simple problems<br />
how i'd fix the world if i were in charge",,"i haven't actually gotten less shy over the years, i've just gotten
better at faking it.","you think outside the box, color outside the lines, break the mold,
and perform other metaphorical activities beyond their hypothetical
limiting parameters<br />
<br />
you want to play tennis. i've been wanting to start playing tennis
again.<br />
<br />
you eat animal crackers by biting the legs off first so they can't
get away.",white,68,-1,,2012-04-21-22-07,"palo alto, california",,straight,likes cats,atheism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), portuguese (poorly)",single
